genotype,mean_BLUP,b,s2d,r2,p_slope,reliable,trait,b_class
L095,38.29578943,0.978478922,0.277164154,0.990038806,0.004993062,TRUE,VegP,Average
L096,38.61137401,1.065539192,0.136291469,0.995845232,0.002079546,TRUE,VegP,Average
L097,38.6767067,0.932952678,0.604232583,0.976441045,0.011849685,TRUE,VegP,Average
L098,38.99265629,1.023619543,0.050598821,0.99832444,0.000838131,TRUE,VegP,Average
L099,37.67187645,1.08186856,0.059368342,0.998240189,0.000880293,TRUE,VegP,Average
L100,37.97208136,1.025993832,0.079860325,0.997370198,0.001315767,TRUE,VegP,Average
CL1,85.79322386,1.207823508,0.002372982,0.999951109,0.004451408,TRUE,DTM,Responsive
CL2,91.56723248,0.923017622,1.063614471,0.984726212,0.00766628,TRUE,DTM,Average
CL3,90.70756899,1.040730299,1.525128021,0.982806475,0.008634036,TRUE,DTM,Average
Extra,88.85447478,1.092115315,0.291131807,0.996976537,0.001512876,TRUE,DTM,Average
L001,88.9092779,0.90461189,0.416791372,0.984921537,0.07837114,TRUE,DTM,Average
L002,86.50910407,0.92244079,0.067717177,0.997613588,0.031111845,TRUE,DTM,Average
L003,90.46021261,0.891804713,0.033957864,0.999469803,0.000265134,TRUE,DTM,Average
L004,89.21651483,0.979048508,1.028298574,0.986846916,0.006598311,TRUE,DTM,Average
L005,90.98110632,0.965310253,0.889802801,0.988275216,0.005879677,TRUE,DTM,Average
L006,91.65568077,0.905970687,0.120262341,0.998182901,0.000908962,TRUE,DTM,Average
L007,87.07735727,1.081366984,0.119693029,0.996932745,0.035275834,TRUE,DTM,Average
L008,91.15545525,0.956908116,0.60674723,0.991834672,0.004091032,TRUE,DTM,Average
L009,89.10455595,1.092590946,0.386828965,0.995990171,0.002006928,TRUE,DTM,Average
L010,90.54161108,0.949066657,0.120953476,0.998334411,0.000833142,TRUE,DTM,Average
L011,91.00477504,0.944351075,0.044045152,0.998517659,0.024516676,TRUE,DTM,Average
L012,89.49990253,0.874745769,0.001116134,0.999956158,0.004215322,TRUE,DTM,Average
L013,91.23458646,0.952228298,1.278807561,0.982779486,0.008647648,TRUE,DTM,Average
L014,86.79805797,0.97264563,0.032421661,0.998970941,0.020425595,TRUE,DTM,Average
L015,88.69409506,1.073501537,1.051347135,0.988792392,0.005619594,TRUE,DTM,Average
L016,89.45633162,1.037284541,0.142323411,0.99835928,0.000820697,TRUE,DTM,Average
L017,90.29856211,1.029394344,0.412997919,0.995181039,0.00241239,TRUE,DTM,Average
L018,86.78546637,1.130755772,0.198895933,0.995346029,0.043463971,TRUE,DTM,Average
L019,86.24892602,1.00480652,1.029011078,0.970275701,0.110309088,TRUE,DTM,Average
L020,90.6582595,0.989429204,0.523074568,0.993405412,0.003302748,TRUE,DTM,Average
L021,85.55992121,1.077471105,0.000113387,0.999997064,0.001090779,TRUE,DTM,Average
L022,91.57217937,0.816262535,0.131409779,0.997555601,0.001222947,TRUE,DTM,Average
L023,88.07407909,0.858420088,0.061015299,0.99751732,0.031733675,TRUE,DTM,Average
L024,91.83998042,0.785244389,1.419834215,0.972187191,0.014004467,TRUE,DTM,Stable
L025,88.39502463,0.85509173,0.506981789,0.979584033,0.091275463,TRUE,DTM,Average
L026,90.46849437,1.009066581,0.287160095,0.996508336,0.001747358,TRUE,DTM,Average
L027,84.98837433,1.099251815,0.162832896,0.995965836,0.040462184,TRUE,DTM,Average
L028,86.27051926,1.002985467,0.099867101,0.997024907,0.03474129,TRUE,DTM,Average
L029,85.02921299,1.038888964,0.031202258,0.999131776,0.018761126,TRUE,DTM,Average
L030,88.97851998,1.112251525,0.010570513,0.999743233,0.010201608,TRUE,DTM,Average
L031,85.59358231,1.153784163,0.01571328,0.99964533,0.011989975,TRUE,DTM,Average
L032,85.96634494,0.876900294,0.028193435,0.998899144,0.02112638,TRUE,DTM,Average
L033,88.11585183,1.027092611,9.54008515935186e-05,0.999997282,0.001049607,TRUE,DTM,Average
L034,90.9093225,0.962917197,0.237326279,0.996830023,0.001586246,TRUE,DTM,Average
L035,85.6418103,1.068981844,0.170598366,0.995532639,0.04258234,TRUE,DTM,Average
L036,86.36604877,0.945585191,0.037907271,0.99872729,0.022716269,TRUE,DTM,Average
L037,86.98858738,1.049267184,0.595554705,0.984000511,0.080741742,TRUE,DTM,Average
L038,88.1603511,0.979394245,0.266789917,0.991709133,0.058047302,TRUE,DTM,Average
L039,89.23499308,1.013753455,0.580885371,0.993026456,0.003492872,TRUE,DTM,Average
L040,89.88180212,0.99406263,0.30280717,0.99620724,0.001898182,TRUE,DTM,Average
L041,90.16682455,1.107026005,0.25999897,0.997371066,0.001315332,TRUE,DTM,Average
L042,88.16059397,0.925184893,0.263551445,0.990830011,0.061056304,TRUE,DTM,Average
L043,86.79272077,0.891798853,0.220123871,0.991749192,0.057906511,TRUE,DTM,Average
L044,88.51281011,1.031230395,0.018136496,0.999487634,0.014411446,TRUE,DTM,Average
L045,91.83776053,0.801050637,0.036235462,0.999298906,0.000350608,TRUE,DTM,Average
L046,87.92897486,1.185651869,0.000148798,0.999996818,0.001135537,TRUE,DTM,Average
L047,91.00193239,0.845171097,0.228716235,0.996037671,0.001983131,TRUE,DTM,Average
L048,86.90197875,1.182145045,0.011365498,0.9997556,0.009952882,TRUE,DTM,Average
L049,90.54454982,1.01849307,1.100183472,0.986994392,0.006524086,TRUE,DTM,Average
L050,89.51006624,1.072408725,0.174381395,0.998119692,0.000940597,TRUE,DTM,Average
L051,86.33608437,0.985494355,0.184248249,0.99432995,0.047982719,TRUE,DTM,Average
L052,87.56244285,0.859249726,0.010800609,0.999560479,0.013347559,TRUE,DTM,Average
L053,87.91710243,0.93027955,0.301869175,0.989624156,0.064959958,TRUE,DTM,Average
L054,84.96564326,1.041547837,0.000277795,0.999992303,0.001766211,TRUE,DTM,Average
L055,88.8760791,0.87447378,0.111188537,0.995648552,0.042025462,TRUE,DTM,Average
L056,92.30891385,0.852560332,1.574724759,0.973788842,0.013192601,TRUE,DTM,Average
L057,85.53952106,1.176690626,0.014785238,0.999679133,0.011404236,TRUE,DTM,Average
L058,91.34775827,0.856188362,0.411474173,0.993074474,0.003468779,TRUE,DTM,Average
L059,91.87320113,0.845408337,0.793823207,0.986388508,0.006829064,TRUE,DTM,Average
L060,86.32430065,1.167994701,0.04792439,0.998945181,0.020679756,TRUE,DTM,Average
L061,91.52954315,0.798603972,0.229303976,0.995552868,0.002226043,TRUE,DTM,Stable
L062,91.73100905,0.918694822,0.060068349,0.999116541,0.000441827,TRUE,DTM,Average
L063,87.2994656,0.90819507,0.242813026,0.991229002,0.05970924,TRUE,DTM,Average
L064,86.51742881,1.04320639,0.505912972,0.986219335,0.074906199,TRUE,DTM,Average
L065,90.93388049,0.93711761,0.294609585,0.995849319,0.002077498,TRUE,DTM,Average
L066,89.93049866,1.075419218,0.509370075,0.994557795,0.002724815,TRUE,DTM,Average
L067,84.34407733,1.283429487,0.292842641,0.994684587,0.046455176,TRUE,DTM,Responsive
L068,89.54306144,0.975746568,0.107189939,0.996627328,0.036992321,TRUE,DTM,Average
L069,89.92580514,1.000878475,0.179747343,0.997775668,0.001112785,TRUE,DTM,Average
L070,90.4362806,1.040565671,0.169252426,0.998061703,0.000969619,TRUE,DTM,Average
L071,92.74730046,0.86673555,1.209921237,0.980382377,0.009857396,TRUE,DTM,Average
L072,85.47744463,1.035067751,0.000983743,0.999972401,0.003344481,TRUE,DTM,Average
L073,83.58985188,1.155628095,0.185877357,0.995833816,0.041119837,TRUE,DTM,Average
L074,84.49011181,0.948344627,0.681729674,0.977722987,0.095374967,TRUE,DTM,Average
L075,85.29553774,0.931090615,0.391524206,0.986606928,0.073840467,TRUE,DTM,Average
L076,85.76116095,0.932695425,0.062892148,0.99783162,0.029655473,TRUE,DTM,Average
L077,86.23784688,1.001331812,0.238649593,0.992896539,0.053719334,TRUE,DTM,Average
L078,84.90678747,0.990920943,0.189388594,0.994235965,0.048379515,TRUE,DTM,Average
L079,88.92305605,0.933227647,0.177050162,0.993926532,0.049663701,TRUE,DTM,Average
L080,87.49381005,0.968023928,6.19647292911972e-07,0.99999998,8.97525839885519e-05,TRUE,DTM,Average
L081,84.6275979,1.091447807,0.001359038,0.99996571,0.003727937,TRUE,DTM,Average
L082,86.86259378,0.858080128,0.017968129,0.999267024,0.017237656,TRUE,DTM,Average
L083,86.5183246,1.121918759,0.011976094,0.99971409,0.010765038,TRUE,DTM,Average
L084,90.12855327,0.97126214,0.412870634,0.994591797,0.002707767,TRUE,DTM,Average
L085,86.09834918,0.920698998,0.000642687,0.999977212,0.003039062,TRUE,DTM,Average
L086,88.0466728,0.647966544,0.387596319,0.973000916,0.105082051,TRUE,DTM,Stable
L087,87.77443277,0.953693975,0.000849578,0.999971924,0.003373256,TRUE,DTM,Average
L088,85.06481413,1.067072767,0.196509806,0.994839279,0.04577302,TRUE,DTM,Average
L089,86.89001896,0.831899795,0.225724978,0.990291283,0.062829891,TRUE,DTM,Average
L090,92.47828017,0.800807038,0.873392917,0.983360749,0.008354525,TRUE,DTM,Average
L091,85.7549626,1.127894872,0.300602239,0.992947509,0.053525805,TRUE,DTM,Average
L092,84.1781803,1.045586079,0.158860123,0.995651256,0.042012384,TRUE,DTM,Average
L093,90.65348376,0.996537383,0.960300524,0.98812864,0.005953401,TRUE,DTM,Average
L094,87.77089721,0.999187282,0.239383497,0.992844451,0.0539164,TRUE,DTM,Average
L095,85.73112661,1.100334997,0.078826361,0.998046858,0.028144176,TRUE,DTM,Average
L096,91.3023897,0.846782509,0.078408988,0.998643251,0.000678605,TRUE,DTM,Average
L097,87.34466455,1.153823835,0.329788033,0.992609132,0.054797945,TRUE,DTM,Average
L098,88.07444361,0.925658951,0.081026992,0.997165631,0.033908896,TRUE,DTM,Average
L099,90.57711424,0.965365957,1.87172464,0.975654371,0.012247819,TRUE,DTM,Average
L100,90.24250258,1.006097033,2.317755897,0.972338703,0.013927638,TRUE,DTM,Average
CL1,35.90126434,1.26109196,0.250913428,0.982277705,0.085002423,TRUE,RepP,Responsive
CL2,38.56228239,0.874439394,0.101185231,0.994224085,0.00289214,TRUE,RepP,Average
CL3,37.18458289,1.155366345,1.048453686,0.966667659,0.016807415,TRUE,RepP,Average
Extra,37.38283429,1.153322421,0.21189696,0.993054951,0.003478575,TRUE,RepP,Average
L001,35.06520987,0.878987279,0.716171332,0.904158899,0.200378335,TRUE,RepP,Average
L002,35.22588245,0.715666389,0.102523173,0.977621709,0.095593163,TRUE,RepP,Stable
L003,39.09984914,0.692953959,0.43394248,0.961840281,0.019265438,TRUE,RepP,Stable
L004,38.17133049,0.906317758,0.587774025,0.969542445,0.015346536,TRUE,RepP,Average
L005,38.87262699,0.99197143,0.029407897,0.998689687,0.000655371,TRUE,RepP,Average
L006,37.07739945,0.827821676,0.750614835,0.954119804,0.023209437,TRUE,RepP,Average
L007,34.76656964,1.19894887,1.750292421,0.877778031,0.227366772,TRUE,RepP,Average
L008,39.38675511,0.923749745,0.40039524,0.979816167,0.01014336,TRUE,RepP,Average
L009,37.0670661,1.083593919,0.015322782,0.999427422,0.00028633,TRUE,RepP,Average
L010,36.28769237,0.951974421,0.905719041,0.957968678,0.021241257,TRUE,RepP,Average
L011,37.97196355,1.023530707,0.447623637,0.953414752,0.138495417,TRUE,RepP,Average
L012,35.3673499,1.057348614,0.03767465,0.99616118,0.039469101,TRUE,RepP,Average
L013,38.84023256,0.87512235,0.358914896,0.97984012,0.010131261,TRUE,RepP,Average
L014,35.16050936,1.086693397,0.019473981,0.998117748,0.027628375,TRUE,RepP,Average
L015,37.88449552,1.124952036,0.285985681,0.990176468,0.004923889,TRUE,RepP,Average
L016,37.5758809,1.081844328,0.277647143,0.989692749,0.005166974,TRUE,RepP,Average
L017,38.30872507,0.83920922,0.341149923,0.97917693,0.010466307,TRUE,RepP,Average
L018,36.07290745,1.097523664,0.777780134,0.931238511,0.168911939,TRUE,RepP,Average
L019,34.454066,1.264577965,0.003056124,0.999781506,0.009410572,TRUE,RepP,Responsive
L020,35.76564486,0.705662279,2.707193158,0.807315231,0.101492776,TRUE,RepP,Stable
L021,34.64065316,1.297405981,0.292185346,0.980536291,0.089107019,TRUE,RepP,Responsive
L022,37.87782052,0.85746909,0.520142658,0.969878159,0.015176077,TRUE,RepP,Average
L023,36.98748874,0.827442894,0.024055394,0.995998247,0.040299099,TRUE,RepP,Average
L024,38.06769375,0.300828679,2.928601377,0.413104648,0.357267826,TRUE,RepP,Stable
L025,36.90820225,0.604928912,0.010613914,0.996694143,0.036623659,TRUE,RepP,Stable
L026,35.86288575,0.938281736,1.34179943,0.937284984,0.031865204,TRUE,RepP,Average
L027,34.3749563,1.118685206,0.059595464,0.994583808,0.046894292,TRUE,RepP,Average
L028,34.95072849,0.785928529,0.153832758,0.972308773,0.106432987,TRUE,RepP,Stable
L029,34.00136855,1.130398356,1.57727921,0.876304009,0.228795554,TRUE,RepP,Average
L030,34.82337622,1.028548081,0.03754143,0.995958356,0.040499731,TRUE,RepP,Average
L031,36.19326949,1.185302497,0.109929314,0.991131672,0.060040598,TRUE,RepP,Average
L032,34.92663425,0.875183904,0.373141726,0.947230138,0.147560068,TRUE,RepP,Average
L033,35.76344936,0.867393328,0.210243407,0.96903404,0.112613298,TRUE,RepP,Average
L034,39.19157748,0.877595285,0.194897674,0.989012505,0.005508921,TRUE,RepP,Average
L035,35.30693814,1.064316035,0.01227416,0.998762435,0.022400296,TRUE,RepP,Average
L036,35.38924796,0.939508529,0.079042553,0.989863452,0.06420393,TRUE,RepP,Average
L037,33.96549145,1.248538753,0.080297439,0.994143985,0.048764751,TRUE,RepP,Responsive
L038,35.94698636,0.863051247,0.014686017,0.997750386,0.030206271,TRUE,RepP,Average
L039,38.56542999,1.018632294,0.688624001,0.971689117,0.014257074,TRUE,RepP,Average
L040,37.03613663,1.032659749,0.217073588,0.991142576,0.004438562,TRUE,RepP,Average
L041,37.72120248,1.278990344,0.233377903,0.993775674,0.003117021,TRUE,RepP,Responsive
L042,36.11159646,0.870769092,0.307178024,0.955723656,0.134965934,TRUE,RepP,Average
L043,35.9356355,0.831633965,0.005752388,0.999049776,0.019627365,TRUE,RepP,Average
L044,35.10447553,1.0955604,0.254298318,0.976344656,0.098304192,TRUE,RepP,Average
L045,40.04727437,0.655882199,1.137478901,0.895990316,0.05343235,TRUE,RepP,Stable
L046,36.34730176,1.156393499,0.367422476,0.969536902,0.111685604,TRUE,RepP,Average
L047,39.40082202,0.706053959,0.64562421,0.946201935,0.027270883,TRUE,RepP,Stable
L048,36.48906196,1.312449753,0.819590653,0.94839676,0.145890338,TRUE,RepP,Responsive
L049,36.75910507,1.2830748,0.547605065,0.985607171,0.007222497,TRUE,RepP,Responsive
L050,38.3962682,1.003171576,1.486969033,0.939083558,0.030936762,TRUE,RepP,Average
L051,35.59035227,0.907234627,0.18026882,0.975566069,0.099922075,TRUE,RepP,Average
L052,35.35875459,0.758259033,0.189027731,0.963765925,0.121926184,TRUE,RepP,Stable
L053,36.89268145,0.836294721,0.135144424,0.978380654,0.093946114,TRUE,RepP,Average
L054,33.69781701,1.22472295,0.213224918,0.984003891,0.080733166,TRUE,RepP,Responsive
L055,37.96093373,0.719633599,0.553601502,0.891071342,0.214126787,TRUE,RepP,Stable
L056,39.64737068,0.586059857,1.236433682,0.863528394,0.070737715,TRUE,RepP,Stable
L057,34.57903778,1.399360534,0.190591677,0.988992393,0.066915477,TRUE,RepP,Responsive
L058,37.21772781,0.905593913,0.485368259,0.974675366,0.012743515,TRUE,RepP,Average
L059,38.47775818,0.723872224,0.521598226,0.95812884,0.021159441,TRUE,RepP,Stable
L060,36.98008252,1.174173637,0.254704459,0.979310612,0.091888885,TRUE,RepP,Average
L061,38.65593658,0.708903683,0.883447931,0.928352934,0.036489266,TRUE,RepP,Stable
L062,39.70435254,0.763922024,0.703039474,0.949768273,0.025439446,TRUE,RepP,Stable
L063,37.25914071,0.862079402,1.782933731,0.784717284,0.30716219,TRUE,RepP,Average
L064,36.39344062,0.776416244,0.059682527,0.988805005,0.067484766,TRUE,RepP,Stable
L065,38.81094695,0.910339498,0.331479768,0.982742855,0.008666123,TRUE,RepP,Average
L066,37.3777533,1.428749863,0.390570426,0.99167023,0.004173595,TRUE,RepP,Responsive
L067,34.48612785,1.58770717,0.063847033,0.997111987,0.034228585,TRUE,RepP,Responsive
L068,36.03186002,1.052869116,1.821741874,0.84180129,0.260412184,TRUE,RepP,Average
L069,38.00141417,1.164557737,0.012639132,0.999591025,0.000204508,TRUE,RepP,Average
L070,39.4222457,1.165407353,0.529390646,0.98317594,0.008447712,TRUE,RepP,Average
L071,38.0138435,0.718677105,0.911612626,0.92808657,0.036627502,TRUE,RepP,Stable
L072,36.37827118,1.030638266,0.310236299,0.967680304,0.1150751,TRUE,RepP,Average
L073,34.7507907,1.515541975,0.746988932,0.964142919,0.121282411,TRUE,RepP,Responsive
L074,35.64769228,1.120788993,3.910900136,0.737447837,0.342485791,TRUE,RepP,Average
L075,36.10945726,1.073540854,2.917769129,0.775486165,0.314256975,TRUE,RepP,Average
L076,36.62308949,0.823063483,1.641890295,0.782986393,0.308500719,TRUE,RepP,Average
L077,36.57639858,1.237981026,0.062587902,0.995351699,0.043437446,TRUE,RepP,Responsive
L078,34.44720056,1.190493461,0.00309283,0.999750512,0.010055939,TRUE,RepP,Average
L079,38.00831767,0.721999446,0.17665921,0.962691733,0.123743058,TRUE,RepP,Stable
L080,37.63745435,0.921221175,0.93430857,0.888180162,0.217063736,TRUE,RepP,Average
L081,33.81534863,1.35782508,0.937853984,0.945027283,0.150666087,TRUE,RepP,Responsive
L082,37.64209031,0.719742257,1.319761934,0.774390697,0.315091936,TRUE,RepP,Stable
L083,36.09818878,1.098585576,0.13407615,0.987455409,0.071453021,TRUE,RepP,Average
L084,37.89085733,0.937349033,0.870612949,0.958312265,0.02106575,TRUE,RepP,Average
L085,36.44535407,0.829951439,0.065012167,0.989322187,0.06590179,TRUE,RepP,Average
L086,37.17812575,0.408541416,0.411939389,0.779886047,0.310888678,TRUE,RepP,Stable
L087,37.83115225,0.832697526,0.012000755,0.998024711,0.028303393,TRUE,RepP,Average
L088,35.99071213,1.203423785,1.61770691,0.886731285,0.218523049,TRUE,RepP,Responsive
L089,35.94502266,0.963515544,0.173073966,0.979125883,0.092301083,TRUE,RepP,Average
L090,41.14655643,0.755610167,1.493745395,0.89697553,0.052912079,TRUE,RepP,Stable
L091,35.87445936,1.37680989,0.059595348,0.996417707,0.038125919,TRUE,RepP,Responsive
L092,34.64182692,1.266621841,0.003852672,0.999725461,0.010548776,TRUE,RepP,Responsive
L093,37.32991189,1.086763302,1.707223496,0.940326963,0.030295425,TRUE,RepP,Average
L094,34.93960604,0.873765836,0.882538663,0.883243907,0.222002573,TRUE,RepP,Average
L095,35.00873388,1.323323667,0.137309441,0.991113172,0.060103376,TRUE,RepP,Responsive
L096,39.05829199,0.740369194,0.317437908,0.975206519,0.012474548,TRUE,RepP,Stable
L097,36.15187067,1.425813279,0.370294363,0.979595597,0.091249431,TRUE,RepP,Responsive
L098,36.76758064,0.814355065,0.077470915,0.986817337,0.073255549,TRUE,RepP,Average
L099,38.83667743,0.805237197,2.288040804,0.865864203,0.069481756,TRUE,RepP,Average
L100,38.43666849,1.077402908,1.087169198,0.960506995,0.019945412,TRUE,RepP,Average
CL1,2.621500817,1.600483569,0.032225822,0.873318931,0.065484655,TRUE,lodging,Responsive
CL2,3.453311418,2.283452134,0.132995644,0.772739487,0.120943979,TRUE,lodging,Responsive
CL3,2.373283165,2.563203688,0.247471061,0.697201471,0.165014089,TRUE,lodging,Responsive
Extra,2.606786945,0.771722276,0.020335915,0.717508218,0.152941432,TRUE,lodging,Stable
L001,2.327266241,0.504577496,0.568611163,0.037381547,0.806656919,TRUE,lodging,Stable
L002,3.215801291,-0.031709339,0.063188493,0.001378162,0.9628764,TRUE,lodging,Stable
L003,2.014917453,1.575301385,0.056963245,0.790720117,0.110775553,TRUE,lodging,Responsive
L004,2.192637502,1.463219519,0.251655019,0.42458085,0.348401312,TRUE,lodging,Responsive
L005,2.4644518,1.594185865,0.002755996,0.987650728,0.006193818,TRUE,lodging,Responsive
L006,2.262878547,1.687359558,0.337569421,0.422466383,0.35002586,TRUE,lodging,Responsive
L007,1.961640743,1.003058241,0.204046619,0.299546824,0.45269129,TRUE,lodging,Average
L008,2.907658537,0.416182294,0.106245245,0.123875703,0.648040196,TRUE,lodging,Stable
L009,2.237360553,0.882251088,0.110128589,0.380029912,0.383534339,TRUE,lodging,Average
L010,2.476654336,0.301798409,0.211662997,0.035978127,0.810320989,TRUE,lodging,Stable
L011,2.562336981,1.402211783,0.349561952,0.32787882,0.427392962,TRUE,lodging,Responsive
L012,2.532579653,-2.550642771,0.391185957,0.59056277,0.23151918,TRUE,lodging,Stable
L013,2.566468628,2.559148369,0.070817258,0.889144372,0.057055478,TRUE,lodging,Responsive
L014,2.479133064,1.2757075,0.00160216,0.988776223,0.005627724,TRUE,lodging,Responsive
L015,2.444613104,0.579339988,0.036572385,0.44318632,0.334277596,TRUE,lodging,Stable
L016,3.185416858,1.618094027,0.104819708,0.684178276,0.172849303,TRUE,lodging,Responsive
L017,2.674266741,1.693350289,0.027174173,0.901493966,0.050529639,TRUE,lodging,Responsive
L018,3.058320971,1.089446611,0.082906428,0.553892759,0.255760281,TRUE,lodging,Average
L019,3.535636421,2.712302239,0.236830089,0.729292747,0.146013614,TRUE,lodging,Responsive
L020,3.041070991,2.374912598,0.01080391,0.978390964,0.010863526,TRUE,lodging,Responsive
L021,2.232931246,0.309283511,0.142211865,0.055120943,0.765221502,TRUE,lodging,Stable
L022,3.643447096,0.722393559,0.026034699,0.634827618,0.203239297,TRUE,lodging,Stable
L023,3.993641531,1.284220695,0.173212066,0.452288623,0.327475931,TRUE,lodging,Responsive
L024,3.754082065,1.894190381,0.355757236,0.466579658,0.316933636,TRUE,lodging,Responsive
L025,4.15717096,0.516637154,0.186153703,0.110600975,0.667432751,TRUE,lodging,Stable
L026,2.604195773,2.160747038,0.040676915,0.908713907,0.046735133,TRUE,lodging,Responsive
L027,2.857540083,0.789143598,0.024827777,0.685077965,0.172305633,TRUE,lodging,Stable
L028,3.975775915,0.993305603,0.042920147,0.665969022,0.183930749,TRUE,lodging,Average
L029,3.026143204,0.939460409,0.287004016,0.210550417,0.54114227,TRUE,lodging,Average
L030,2.87036067,-0.734893207,0.122470245,0.276649265,0.474025414,TRUE,lodging,Stable
L031,2.774128186,0.289920062,0.12328058,0.055830868,0.763714435,TRUE,lodging,Stable
L032,3.846867705,1.054125896,0.017416323,0.846940084,0.079706523,TRUE,lodging,Average
L033,3.709973153,0.863567575,0.011706998,0.846736588,0.07981709,TRUE,lodging,Average
L034,3.993696375,2.106942304,0.228246262,0.62781043,0.207655107,TRUE,lodging,Responsive
L035,2.281074851,1.70944239,0.001824056,0.992854182,0.003579315,TRUE,lodging,Responsive
L036,3.801205857,-0.693140718,0.017342241,0.7061161,0.159692854,TRUE,lodging,Stable
L037,3.62120441,0.936452285,0.020317087,0.789183184,0.111640172,TRUE,lodging,Average
L038,4.238680021,0.664498779,0.043712007,0.466977462,0.316642508,TRUE,lodging,Stable
L039,2.385850894,-0.058155441,0.136866216,0.00213854,0.953755647,TRUE,lodging,Stable
L040,2.8907635,1.472972215,0.128994495,0.59328915,0.229747347,TRUE,lodging,Responsive
L041,2.2472911,1.560549969,0.06928413,0.752994125,0.132247659,TRUE,lodging,Responsive
L042,3.252162506,1.183901225,0.019263362,0.863209852,0.070909126,TRUE,lodging,Average
L043,2.895327867,1.560469471,0.081789262,0.720835965,0.150979409,TRUE,lodging,Responsive
L044,2.855326721,1.029429379,0.195127728,0.320198334,0.434139298,TRUE,lodging,Average
L045,2.982656497,1.979799683,0.103364546,0.766832961,0.124310009,TRUE,lodging,Responsive
L046,3.037302173,1.474654165,0.013432913,0.933511464,0.03381603,TRUE,lodging,Responsive
L047,3.849953722,1.226497944,0.151761745,0.462271493,0.320094497,TRUE,lodging,Responsive
L048,3.003054203,2.285305121,0.03725334,0.924004447,0.038748499,TRUE,lodging,Responsive
L049,2.162439054,-0.261123544,0.017368432,0.253999689,0.496016182,TRUE,lodging,Stable
L050,2.163245161,1.445685725,0.16541771,0.522853625,0.276913819,TRUE,lodging,Responsive
L051,3.120619768,2.939004675,0.025862904,0.966628656,0.01682725,TRUE,lodging,Responsive
L052,3.173423004,0.60173953,0.06207467,0.335945643,0.420391819,TRUE,lodging,Stable
L053,3.788144302,1.616256877,0.233828124,0.492106669,0.29849685,TRUE,lodging,Responsive
L054,2.326646175,0.059916401,0.027497348,0.011196272,0.894187562,TRUE,lodging,Stable
L055,3.96154667,0.685340792,0.308006434,0.116807674,0.658228623,TRUE,lodging,Stable
L056,3.730784458,-0.117865222,0.058755283,0.020094234,0.858245867,TRUE,lodging,Stable
L057,2.732331146,0.537346795,0.083250193,0.23124598,0.519119578,TRUE,lodging,Stable
L058,3.265906887,-3.253915259,0.890102269,0.507790905,0.287405512,TRUE,lodging,Stable
L059,3.558088041,-0.867315438,0.011128497,0.854279796,0.075727424,TRUE,lodging,Stable
L060,2.623981556,0.591295679,0.00031116,0.989842718,0.005091603,TRUE,lodging,Stable
L061,2.613735364,1.236007735,0.022713805,0.853658078,0.076063813,TRUE,lodging,Responsive
L062,3.044459247,2.075141285,0.00423063,0.988799047,0.005616248,TRUE,lodging,Responsive
L063,2.732418662,1.136343641,0.003022989,0.973716276,0.01322937,TRUE,lodging,Average
L064,3.081250988,-0.403454296,0.034938108,0.28778263,0.463546246,TRUE,lodging,Stable
L065,2.556314909,2.131142619,0.067039209,0.854560047,0.07557583,TRUE,lodging,Responsive
L066,2.727579742,0.131116944,0.116135843,0.012675756,0.88741334,TRUE,lodging,Stable
L067,3.384806559,-0.748246014,0.025023722,0.659914538,0.187648759,TRUE,lodging,Stable
L068,1.776446455,0.084774826,0.391623396,0.001589049,0.960137125,TRUE,lodging,Stable
L069,2.2694984,0.737094326,0.02784003,0.628603591,0.20715475,TRUE,lodging,Stable
L070,1.998033888,0.018610886,0.111963579,0.000268228,0.983622343,TRUE,lodging,Stable
L071,2.936402456,-2.032971938,0.543046619,0.397614866,0.369432901,TRUE,lodging,Stable
L072,3.853532559,0.897641841,0.308996803,0.184445441,0.570528883,TRUE,lodging,Average
L073,3.980713547,1.696134932,0.072734427,0.774286233,0.120064643,TRUE,lodging,Responsive
L074,3.910782046,-0.491095338,0.02256525,0.481043955,0.306426677,TRUE,lodging,Stable
L075,4.111458953,0.867319218,0.157658156,0.292692919,0.458988984,TRUE,lodging,Average
L076,3.369289447,1.435962236,0.443946469,0.287153525,0.464132922,TRUE,lodging,Responsive
L077,2.239746172,2.007105722,0.025091601,0.932995395,0.034083133,TRUE,lodging,Responsive
L078,3.871681407,2.071367908,0.167472091,0.689629187,0.169560847,TRUE,lodging,Responsive
L079,3.845520728,1.374213076,0.259265582,0.387150506,0.377785803,TRUE,lodging,Responsive
L080,3.714219795,1.110106344,0.425787076,0.200648975,0.552061416,TRUE,lodging,Average
L081,4.064153073,1.738007412,0.040329112,0.866595862,0.069088693,TRUE,lodging,Responsive
L082,4.081899111,0.494427674,0.28890785,0.068368064,0.738527126,TRUE,lodging,Stable
L083,2.918048865,0.339599356,0.420931025,0.023210603,0.847649735,TRUE,lodging,Stable
L084,2.398111561,2.245847319,0.414239689,0.513623017,0.283325027,TRUE,lodging,Responsive
L085,3.061608703,0.459606212,0.180056893,0.092351207,0.696106586,TRUE,lodging,Stable
L086,3.96631657,0.675464919,0.170173271,0.188660008,0.565649902,TRUE,lodging,Stable
L087,3.044519206,1.185886401,0.00535711,0.957926018,0.02126305,TRUE,lodging,Average
